	APL	CO2	COBL9	COR	E30	GL2	PET111	S17	S18	S32	S4	SCOL	SCR	WER	WOL	WOX5	Elong	Mat	Mer	Wrt	CHX	MOCK
AT4G22745	10.5861	5.84637	7.733513333	5.185373333	15.31366667	6.98718	11.58142	8.398423333	13.07713	11.58082667	10.6926	6.816886667	4.498653333	7.37749	7.54045	18.9656	9.838353333	15.73576667	7.78487	9.947546667	6.002163333	10.10451
AT4G22750	15.68036667	15.3295	17.9398	14.93503333	18.56693333	9.47476	9.255646667	13.4248	25.66993333	10.38222667	10.25915667	9.918216667	10.51130667	8.619076667	11.88382333	16.82063333	26.6114	35.98156667	18.85103333	21.71686667	9.71461	16.61246667
AT4G22753	0.050419333	0.1846253	0	0	0.056742667	0	0.030274367	0.043152333	0.083742667	0	0	0.034273	0	0	0	0.518468433	0.040585267	0.119901333	0.034531933	0.0139621	0.0844457	0
AT4G22756	4.298703333	15.17496667	2.080183333	17.46676667	3.307833333	4.784523333	4.603173333	7.921546667	1.614676333	3.550113333	4.005353333	4.802926667	7.502276667	3.406453333	6.220836667	7.884993333	14.1789	7.304553333	11.40464333	8.37515	1.44329	8.347403333
AT4G22758	20.40516667	1.318009333	2.846566667	0.211044333	18.3751	0.684847667	7.416528	3.21461	36.7972	15.0386	0.723363333	1.74691	1.446136667	1.223316	1.294433	16.42896667	1.727023333	14.7581	0.469323667	1.893823333	3.74823	2.361576667
AT4G22760	1.580776667	1.842733333	0.2732698	0.081973667	0.760844	0.939706	0.966557333	2.3727	4.81591	1.670946667	1.58192	0.804179	1.022946333	1.448833333	1.664436667	2.449286667	0.57394	0.263258667	2.294286667	1.524113333	0.655849	0.970641333
AT4G22770	13.58360333	4.701923333	0.518482	1.507576667	32.52996667	0.484823	1.447206667	26.62323333	12.76124667	10.07180667	4.1529	2.43019	2.010553333	0.586352667	2.239446667	9.54696	2.153853333	9.798273333	2.601416667	3.090246667	4.959313333	5.085273333
AT4G22780	14.56343333	11.08768333	4.92933	12.65663667	142.873	4.072696667	5.724383333	46.75966667	190.654	10.43406333	22.9455	8.790093333	19.6254	1.526102333	13.26313333	4.86015	4.473016667	37.10163333	2.381983333	15.4264	133.0993333	10.90055667
AT4G22790	6.30595	0.098688667	0.034429667	0	0.243147667	0	0.034468333	7.760066667	0.281005	0.636980333	0.462986267	0.287897667	0.0521168	0	0.0328341	0	0.380278	1.542996667	0	2.477203333	1.321586667	5.032126667
AT4G22800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G22810	13.56043333	22.00126667	14.18353333	17.4441	6.077393333	37.55966667	11.87255333	8.495873333	4.521326667	5.126396667	2.69799	17.20553333	16.10776667	33.3763	20.98595	12.24273333	21.65816667	16.70746667	39.26916667	23.20363333	17.41386667	11.2912
AT4G22820	108.5626333	37.0603	65.6866	50.39443333	143.6873333	53.07023333	51.18266667	123.2536667	150.4012	46.79886667	30.86373333	40.97853333	54.85706667	47.71493333	31.84073333	49.0874	130.1933333	217.3416667	53.61736667	58.0373	78.41086667	41.0488
AT4G22830	0.741745667	1.396972333	0.150579333	0	0.613520667	0.396919	0.546108667	0.873359667	1.708083667	1.233453	1.053586667	0.793003533	0.397920333	0.82353	0.965267	1.915412	1.046410333	0.758085667	1.75352	0.789990333	3.249376667	0.779376667
AT4G22840	2.026623333	6.354263333	4.68776	6.824776667	1.856417333	6.667853333	7.642003333	3.63908	4.573776667	2.31309	4.866916667	4.69438	3.394513333	7.034556667	6.335583333	6.608846667	5.211163333	10.31866333	6.59515	5.71726	8.685023333	5.833873333
AT4G22850	18.76106667	8.229473333	10.84608	9.18609	12.56033333	11.32683333	10.61993333	11.83246667	70.4912	18.32403333	14.53893333	9.54481	7.70523	11.38453333	13.2046	14.78053333	13.4	12.04323333	11.31888333	11.47076667	9.075883333	9.55099
AT4G22860	1.553665333	3.238593333	0.716774667	0.198682333	1.134393	5.381486667	4.761036667	0.785342667	1.190969667	14.12205	13.49947	6.297723333	3.772043333	6.194213333	7.340846667	15.3987	0.604044	1.860656667	10.61326667	4.46269	3.62145	4.389373333
AT4G22870	0.171418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172242667	0	0.066149667	0	0
AT4G22880	0.199726667	0.0483799	0	0.117956333	1.040502333	0.345045333	0.216762667	0.147491333	0.680978	0	0	0.078377333	0.152578667	0.208365567	0.209170967	0	0.009636333	0.202031933	0.020497367	0.010022067	1.426986667	0
AT4G22890	3.937056667	5.50333	0.775912667	3.207493333	1.757893333	2.526996667	4.08341	6.393836667	0.821805667	4.5494	6.124773333	3.170913333	3.14059	2.768606667	3.2851	11.81916667	2.526156667	3.967666667	6.565616667	5.513926667	4.515476667	4.592163333
AT4G22900	3.541246667	0.811003	0.046856333	0.188294667	0.124004667	0.1048976	0.556043333	1.590649667	0.465655667	4.22631	9.026203333	1.489443333	0.155773	0.0599703	4.65996	0.227125333	4.45212	0.659681	3.193716667	3.454263333	0.942167	1.52332
AT4G22910	14.61663333	17.2494	82.1897	35.2501	10.73111333	39.2116	22.6644	7.939176667	130.5583333	13.95733333	9.80417	24.6541	17.08143333	35.49206667	36.5117	6.90969	62.57243333	19.6274	27.8303	24.62366667	26.46396667	21.43476667
AT4G22920	3.712713333	0.912108667	1.341982667	0.26719	1.091554667	0.697207333	5.757701667	0.753356667	245.705	8.69461	3.825533333	1.447953333	0.663043333	1.038228667	1.348095	5.154023333	0.473302333	4.464716667	0.708895667	6.055326667	8.812646667	5.447886667
AT4G22930	26.80726667	30.87823333	67.9823	49.09573333	8.96355	61.90343333	31.2883	14.269	19.27586667	15.18373333	17.85726667	31.09536667	23.56853333	46.96456667	40.52373333	16.46526667	70.03343333	24.90643333	44.9924	24.53903333	11.22546667	21.55103333
AT4G22940	1.474686667	0.374786667	1.38039	0.79756	0.136023933	2.346593333	1.579013333	0.527586333	1.466942333	1.555673333	0.273822	1.033277	0.747986	1.724586667	0.725696667	0.2977271	0.258044	0.194067667	0.32826	0.543857333	0.555677	0.370080333
AT4G22950	0.072838667	0.101273167	0.199424333	0.893158667	0.05775	0.048744	0.424377667	0	0	0.036038667	0	0.189249667	0	0.336969	0.028718933	0	0	0	0	0.17573	0	0.028641967
AT4G22960	1.235676667	0.1319045	1.294087667	0.069034333	0.278304467	0.609319	1.401914667	0.176128333	1.588623333	7.58443	0.375991433	0.98297	0.224778	0.741751	0.387454	0.161005333	0.256335333	0.174781	0.295592667	0.277258333	1.128804333	0.1810659
AT4G22970	1.232724333	5.348413333	1.541096667	0.855189667	1.313716667	5.0732	2.756833333	1.136353667	0.854811667	7.197173333	7.963406667	4.289513333	2.98239	3.96088	6.100303333	6.10808	1.97149	0.983493333	6.77344	3.512963333	6.077626667	2.55144
AT4G22980	0.1414616	0.090798433	0.625871667	0.256513	2.639111667	0.675734333	0.055908333	0.348506333	0	0.030174733	0.258704333	0.094681533	0.015785	0.265019333	0.1545772	0.022542967	0.407078	7.108853333	0.013178467	1.361589	15.68376667	1.341423333
AT4G22990	0.266786333	0.911422	0.184182667	0.048990767	0.184895533	0.281491333	3.75625	0.525267667	0.329369333	1.381399	5.49178	1.031173333	0.37007	0.413643333	2.17278	1.768926667	0.392919	0.1372758	0.712986	1.611513333	4.070273333	0.331219333
AT4G23000	0.405913667	0.618099667	1.475996667	0.331917	0.198368333	1.194246667	1.58566	0.363874333	0.432551	0.484484667	1.079943667	0.750186333	0.627415667	1.23646	1.239686667	1.33591	0.459869	0.246240667	0.398675	0.634108333	5.615493333	0.363659333
AT4G23010	4.978573333	3.906536667	84.56383333	22.20496667	5.005113333	23.78816667	107.2714667	1.721007	10.58016	2.433426667	3.723326667	21.1496	7.879726667	31.9101	21.75769	6.348973333	77.62356667	153.6056667	23.5209	33.3147	419.3453333	54.23243333
AT4G23020	0.687206	0.083404	3.409616667	0.217926333	0.469755667	4.893546667	5.21702	0.075728667	0.646389	0.239475333	0.320556667	2.426013333	0.89064	4.132196667	4.812983333	0.535831667	0.562754333	0	1.414029667	1.21142	0.751289333	0.420236333
AT4G23030	0	0.184766667	0.186206667	1.419047667	0.908937333	0.360315333	0.297736367	0.1877368	0.118512667	0.076783667	0.0161564	0.233318667	0.155373667	0.294917733	0.076830667	0.124752667	0.137430367	0.928008667	0.0054722	0.056816833	11.34974333	0.64436
AT4G23040	17.59946667	4.66956	10.28551	7.196593333	45.27863333	5.38754	7.410313333	20.40256667	24.59806667	18.17613333	4.277523333	6.290586667	8.535583333	5.176346667	4.444956667	4.04427	6.24886	10.35459	5.228073333	4.428293333	4.264606667	4.148066667
AT4G23050	18.27176667	15.56103333	49.0438	42.83356667	193.323	23.74413333	39.757	28.88606667	30.74323333	7.213533333	7.954893333	18.25113333	29.33516667	17.04196667	13.941	13.61736667	14.3631	30.0579	6.76541	21.4421	15.3996	10.55313333
AT4G23060	3.294373333	15.6347	12.2355	45.0877	113.5540667	9.28322	126.5112167	4.65156	8.625976667	3.11213	2.904257	17.39736667	21.45793333	9.892353333	5.037826667	51.87296667	8.932633333	6.29695	2.978593333	1.857983333	58.5966	3.21867
AT4G23070	0.323210467	0.31023	17.6498	3.449636667	0.958781667	3.116293333	2.758036667	0.325743333	0.16402	0.367125667	0.174901767	1.514423333	1.710786667	3.795093333	2.579936667	0.466843667	6.461793333	0.602567333	0.364129667	3.557573333	11.52083333	2.903366667
AT4G23080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010325	0	0
AT4G23090	0.101108667	0	0.259613	0	0	0	0.035994333	0.134584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23100	203.515	170.8773333	56.3517	269.8423333	97.74523333	64.05773333	44.38326667	473.3983333	60.8343	52.78736667	21.51606667	75.9297	158.7089333	53.8496	50.1809	106.1833333	258.9146667	184.3456667	111.8796667	125.8416667	155.321	131.6303333
AT4G23103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016516533	0	0	0	0
AT4G23130	0.0188564	0.007754767	0	0.055805333	0.020130567	0	0	0	0	0	0	0	0	0	0	0	0.009231633	0.103076833	0.003808233	0.104903367	19.37436667	0.256716
AT4G23140	0.1174978	0	0	0	0	0.026784067	0	0.136025	0	0.024453333	0	0	0.035301933	0.013176033	0	0	0	0	0	0.017207027	6.58396	0
AT4G23150	0	0	0	0	0	0	0.0216039	0	0.305181	0	0	0	0	0	0.0138707	0	0	0	0	0	0.010006767	0.007444833
AT4G23160	0	0	0.029027167	0.0144903	0.322322667	0.052313667	0.024389967	0.0100107	0	0.009434	0	0.005851733	0.0160882	0.007311533	0.003286937	0.005675233	0	0.0031166	0.009256077	0.004254433	0.099494833	0.0253087
AT4G23170	0	0	0.092794	0	0.185643	0.290321333	0.0283421	0	0	0	0	0	0	0.034800333	0.043263467	0	0.023401967	1.080606	0	0.281446333	95.41683333	0.191009267
AT4G23180	0.282987333	0.693610333	3.451273333	1.750283333	83.68516667	3.351863333	3.356802	1.095028867	0.290133333	0.178253	0.495891	1.67289	5.601153333	1.571566667	1.185306333	0.933065667	1.576965333	19.06246667	0.426054667	1.396662667	98.7945	0.930802667
AT4G23190	0.747968	2.94471	9.928016667	7.39866	61.19656667	9.022866667	4.310643333	1.895586	1.022404333	1.538	2.219206667	3.32311	4.903413333	2.96827	3.878413333	1.690046667	5.151456667	79.83116667	1.258273333	7.664483333	345.9653333	4.306643333
AT4G23200	0.030489367	0	0	0	0.078870333	0	0	0	0	0	0	0	0	0	0	0	0	0.0232047	0	0	0.010196767	0
AT4G23210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105588067	0	0	0.439259667	0.006791967
AT4G23220	0	0.0206422	0	0	0	0.012702833	0	0	0	0	0	0	0	0	0	0	0	0.177374667	0.0059499	0.00296874	17.7931	0.006339433
AT4G23230	0	0	0.018828433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154191667	0
AT4G23240	0	0	0	0	0	0	0.039028333	0.072695667	0	0	0	0	0	0	0	0	0	0.033966667	0	0.014795733	0.891260333	0
AT4G23250	0.018296433	0.005014067	0	0.018294367	0	0.009988467	0	0.0109578	0	0	0.030026933	0	0	0.009223	0	0	0.067076167	3.135246667	0.079278133	0.029056243	51.7614	0.096829533
AT4G23260	0	0.035769667	0	0.027874833	0.035365333	0.014236133	0	0	0	0	0	0.011235767	0	0	0	1.127212667	0.050118833	2.205043333	0.021250867	0	2.98649	0.193054667
AT4G23270	17.12496667	12.55059667	48.07143333	56.96113333	99.0318	32.963	8.170796667	16.38976667	3.172973333	2.9929	1.391871667	15.71503333	29.48963333	21.12076667	17.05453333	4.179796667	50.47226667	174.108	14.25353333	38.05476667	299.57	36.39213333
AT4G23271	0	0	39.353	22.0838	104.3716667	6.977233333	0	8.196566667	0	0	0	0	15.1402	19.80996667	0	0	0	29.8172	0	0	0	0
AT4G23280	0.041339667	0	0.1382461	0.071544667	0	0.1817046	0.053389167	0.017675633	0	0.027581567	0	0.013996033	0.072586367	0.0343825	0.0568855	0	0.005683467	0.414078667	0	0.0520909	11.497	0.022889067
AT4G23290	0	0	0	0	0	0.056781667	0	0.017327533	0	0	0	0	0.011510667	0.0139794	0	0	0	0.005590967	0.076863333	0	0.009415533	0
AT4G23300	0	0	0	0	0	0	0.103722667	0	0	0	0	0.024602267	0	0	0	0.030976267	0	0	0.003116557	0	0	0
AT4G23310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004384367	0.008517333	0	0	0.185009333	0.011916467
AT4G23320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090636	0.021794467	0	0	4.300026667	0
AT4G23330	5.525883333	8.21997	4.50769	6.241296667	2.778913333	5.47846	5.096006667	4.09799	6.396156667	4.49748	6.380606667	3.811573333	3.485836667	4.61217	4.95986	7.355613333	8.730796667	7.332283333	9.810203333	6.86428	7.593696667	6.012423333
AT4G23340	0.017040967	0.034499867	0.044224	0.170170667	0.026625233	0.049779667	0.072788967	0.0899611	0.552754	0.045394333	0.060781	0.023062433	0.0226473	0	0.0966174	0.053347133	0.006702467	0.120913833	0.012077533	0.164493533	2.96495	0.668931
AT4G23350	0.031115833	0	0	0	0	0	0	0.027796733	0.144820333	0	0	0	0	0	0	0	0	0	0	0	0.0503596	0
AT4G23360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015565133	0
AT4G23370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014353367	0	0	0	0	0	0
AT4G23380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23390	0	0.083139767	0.422866	0	0.033420667	0.179405667	0.021984833	0	0	0	0	0	0.0185706	0.179071533	0.2925067	0	0.128089033	0.380241	0	0.199416667	0.539634333	0.011823167
AT4G23400	25.76193333	44.60983333	383.869	658.7733333	70.15093333	251.534	31.31706667	27.9007	575.515	13.24194	6.589586667	63.48666667	59.60216667	103.1168333	107.4068	17.42366667	366.9986667	1009.728	1.995523333	389.7413333	51.70546667	201.0243333
AT4G23410	30.9001	0.258818	0.213574667	0.41918	0.967563	0.0302826	0.161350833	99.21646667	3.137780333	16.84754667	2.72635	2.387093333	0.154355333	0.089318	0.442387	0.311993333	5.799523333	10.69244333	0.596268667	13.28923333	6.956873333	14.9767
AT4G23420	26.7955	4.33933	27.58803333	17.9139	4.29391	22.72493333	7.557573333	51.14433333	10.31084	12.12359667	3.55844	12.26920667	6.315956667	16.96326667	12.31168667	3.647503333	3.427833333	32.08793333	3.17459	15.3862	4.503083333	12.03136667
AT4G23430	11.9107	12.20861333	20.72366667	43.3257	6.939193333	25.6549	13.48233333	25.72203333	4.82597	7.089166667	11.04248333	14.69006667	6.25368	19.341	20.11673333	11.34419	5.907136667	136.8746667	10.32953667	49.8621	22.7194	47.38106667
AT4G23432	1.006859667	0.183744	1.277209667	0.71265	0	0.181685667	0.163064	1.311276667	0.485143333	0.303295333	0	0.137913	0.919543333	0	0	0	0	0	0	0	0	0
AT4G23440	5.57742	15.0178	18.7007	22.58723333	8.887043333	18.50173333	14.46403333	6.399323333	10.50237667	13.67503333	31.1725	14.675	15.59763333	21.21143333	18.6554	16.43216667	22.02413333	10.13585333	21.61466667	22.94446667	6.541453333	15.5411
AT4G23450	5.12448	2.05089	4.63615	4.875336667	5.756333333	2.17364	3.530306667	9.098273333	11.21997667	2.473843333	0.882978333	1.56979	2.69605	1.530395333	2.757973333	1.118209	2.272946667	21.3678	0.256775033	7.408553333	4.040606667	5.205866667
AT4G23460	25.4504	17.2681	36.72936667	25.91483333	19.8303	18.92346667	19.12053333	27.3431	55.08846667	24.44623333	23.94606667	16.25053333	20.84773333	18.47866667	21.30426667	17.61953333	28.51546667	13.99583333	14.21423333	16.714	34.2168	14.7477
AT4G23470	132.1656667	137.813	509.2016667	415.072	214.862	247.4046667	152.613	109.9367	437.5553333	106.8567	81.12826667	177.0296667	173.5086667	181.883	171.4733333	79.67096667	312.3633333	415.3656667	89.9415	163.1663333	629.7206667	207.168
AT4G23490	29.96403333	8.274403333	1.7681	2.878003333	32.35373333	2.50169	10.00765667	52.7593	45.818	31.9623	26.67323333	11.8421	47.52713333	3.606216667	15.5469	25.42123333	10.74229	5.920843333	8.14576	16.13283333	3.976416667	10.791
AT4G23493	6.753846667	2.084203333	0	1.410426667	8.42822	0	1.453953333	7.654443333	11.54814	1.170592	1.367576667	1.376266667	2.253436667	0.131842667	0.179444667	1.616557	0.640792667	2.835773333	0.0752643	4.190163333	0.645199667	1.845693333
AT4G23496	0.118786333	0	0	0	0	0	0	1.097812667	2.603926667	0	0	0.150193667	0	0	0.197732667	0.135096	0.039189767	1.722466667	0	1.55024	0	0.315112333
AT4G23500	1.995383333	0.307644667	1.29318	0.380873667	22.65426667	0.270538667	2.351536667	42.63503333	200.8666667	1.657925667	13.34336667	5.858146667	3.343503333	0.101979133	2.991795	4.034216667	7.987746667	43.5591	0.346367667	15.37376667	5.39827	8.104556667
AT4G23510	1.380209667	4.08748	8.684916667	15.54546667	6.979896667	12.69907667	3.859083	1.223778333	3.970562	0.471034	1.4314	5.701426667	7.901346667	9.252936667	9.064614667	2.57791	3.447313333	3.845756667	2.381196667	7.140323333	3.712603333	8.39984
AT4G23515	1.365357	4.79783	2.308183333	9.66908	9.642993333	43.2743	6.725780333	0.528519	2.64278	0.913296333	1.014500667	13.21673333	6.32249	22.94246667	13.46536733	3.268366667	1.212145	1.641246667	4.85629	1.57701	170.2186667	1.747976667
AT4G23520	0	0	0	0	0	0	0	0.035889333	0	0	0	0	0	0	0	0	0	0	0	0.012110167	0	0
AT4G23530	6.740393333	3.640313333	5.649663333	6.425776667	6.11097	1.436173333	1.186812333	4.102166667	2.349136667	9.038833333	3.457153333	2.64067	5.955906667	1.267921	2.51966	8.327336667	12.60963333	17.35713333	5.789606667	9.806546667	16.43223333	5.94795
AT4G23540	2.744113333	15.91673333	0.993565667	1.081874333	3.286966667	7.491026667	6.983386667	2.55318	1.914440667	14.60279667	20.61456667	10.81971	8.077136667	9.7168	15.6669	16.4625	3.29982	5.005956667	22.03976667	7.663263333	11.1964	9.082803333
AT4G23550	0.281097333	0.1604282	3.408186667	0.695401667	48.969	2.400373333	0.032889067	0.08202	0.130054333	0.047911	0.030569	0.122658967	0.525793967	0.101276333	0.161334	0	4.71554	116.8169667	0.026554367	5.878606667	501.2456667	49.4038
AT4G23560	0	0	0	0.039157333	0.1233222	0.016523	0	0	0	0	0	0	0	0	0	0	0.0187419	0.037401267	0	0	0.26446	0.354756
AT4G23570	3.026486667	6.756113333	3.061953333	4.48883	10.48640667	8.375786667	7.8988	3.29478	1.60405	4.676746667	2.423991667	4.21173	5.982926667	4.661476667	4.244146667	15.7322	2.69934	22.85096667	4.976553333	4.039596667	122.171	8.520356667
AT4G23580	0	0	0	0	0	0.0229311	0.022002833	0	0	0	0	0	0.021916333	0	0	0	0	0	0	0	0	0
AT4G23590	5.72932	0.508923333	18.242	2.68646	4.890513333	64.5274	120.1055333	1.569650667	4.989986667	1.8271	2.725435	45.0855	18.53041	80.1534	52.68539867	4.307303333	1.032489667	0.0193746	7.086473333	8.247566667	8.447363333	3.206386667
AT4G23600	0.0321284	0.040888533	0.143074667	0	0.068795	0.431870667	0.323132	0.055065333	0.085794667	0.1114118	0.020259533	0.143375767	0.038136667	0.333053333	0.158323333	0.061866867	0	0	0.005725	0	0.106919533	0.009423567
AT4G23610	0	0.071273	0.274825	0	0.156675	0.203317667	0.053405	0.048505333	0.079148	0.148122667	0	0	0.066704333	0.040412333	0.083093167	0.329337	0.081870133	3.232546667	0.1034035	0.092037967	24.8171	0.046650967
AT4G23620	16.00036667	56.6551	10.69008333	7.03522	9.133783333	43.4431	32.13163333	12.56865333	9.990393333	42.7095	70.93603333	47.86606667	34.77143333	48.99586667	52.30243333	43.06293333	44.0089	19.3855	155.1313333	36.91256667	19.77703333	25.13236667
AT4G23630	154.5	163.1273333	145.3543333	195.947	796.075	147.9653333	163.5566667	138.2236667	289.3693333	166.4356667	142.9246667	110.988	150.411	125.0513333	132.0643333	168.1583333	199.065	170.222	191.511	132.0166667	48.89746667	71.0647
AT4G23640	18.0122	14.8675	38.01843333	25.06346667	29.88046667	19.78643333	16.1687	19.14	50.58793333	14.80306667	18.67856667	14.7212	15.47716667	18.38656667	18.1833	11.62583333	26.8795	26.12543333	12.77696667	22.35063333	15.783	19.8679
AT4G23650	107.5496	202.9006667	292.95	274.1746667	343.0663333	239.54	169.9896667	119.554	157.9823333	104.2148333	140.4236667	167.926	165.541	219.5803333	209.9516667	145.1736667	262.6053333	244.4346667	208.287	158.1086667	132.121	150.2593333
AT4G23660	2.20993	4.71481	1.48203	1.099827333	3.306703333	2.361766667	2.207873333	2.66664	0.827374	3.996036667	6.130493333	2.43497	2.028746667	2.578946667	3.98931	5.482076667	3.320453333	5.28217	8.107123333	5.281963333	2.959976667	3.687166667
AT4G23670	6.143743333	9.944773333	8.041873333	154.6224	11.06194667	15.46732	4.0634	99.9237	46.29616667	1.843466667	41.29626667	46.327	2.32908	4.372366667	11.22484667	1.470806333	2.09234	114.2584	1.783424	658.4083333	12.12554667	274.7803333
AT4G23680	1.054244333	1.291327333	0.852689667	0.457064667	6.86513	2.036756667	0.470036	3.72189	31.76946667	1.312597667	3.971866667	3.499386667	1.388453333	0.933173667	10.02540667	0.550687667	1.277876	4.684263333	0.400980333	83.54223333	36.65733333	114.135
AT4G23690	45.9526	10.2831	1.517469333	3.42224	90.9332	0.633826667	10.67737667	176.4449667	1776.563333	51.03833333	410.2513333	47.3619	63.80786667	0.832809667	151.5383333	5.166123333	196.0226667	306.202	16.09733333	128.1026667	18.76276667	91.30966667
AT4G23700	2.11441	0.936678	52.99016667	1.539336667	1.141957	31.58963333	3.727103333	0.593409333	3.192273333	0.733239	0.508544	6.636143333	2.181858333	8.994496667	12.63525	0.408085	7.570946667	119.4226	0.116854	33.13453333	46.7538	5.472643333
AT4G23710	90.80516667	65.51706667	231.608	162.1933333	51.1267	83.27936667	37.6354	46.0352	242.8886667	35.5813	29.10223333	61.17376667	45.80526667	58.04216667	71.30743333	26.11716667	284.6906667	306.84	85.3427	104.2392	11.07220333	70.72686667
AT4G23720	0	0	0	0	0.033896	0	0.017247433	0	0	0	0.021457533	0	0.035718	0	0	0	0	0	0	0.204377	0.171309433	0.028024967
AT4G23730	5.431416667	8.497376667	18.651	29.7491	30.53576667	7.94275	3.961833333	12.9794	3.72201	5.630606667	3.423493333	7.22086	8.867586667	6.440713333	7.186893333	4.882406667	12.62203333	21.50133333	6.582503333	7.311263333	22.90083333	8.959196667
AT4G23740	26.05406667	13.3647	15.6597	18.28946667	18.02446667	14.48863333	12.23300333	33.06453333	4.232896667	48.91006667	19.70486667	14.9498	18.79933333	14.19103333	16.35993333	24.7239	20.80663333	6.525383333	23.83273333	13.33053333	2.625366667	9.28127
AT4G23750	8.200143333	8.175236667	0.889707333	0.653245667	1.297540333	5.552443333	6.864673333	2.08643	1.378926667	15.07233333	8.984883333	4.985856667	5.084036667	9.96666	9.259213333	14.16316667	2.559696667	0.1384153	14.79706667	5.58166	19.56353333	2.368773333
AT4G23760	4.647106667	15.51806	6.74031	2.360457667	1.913906667	6.92411	8.17525	1.792833	0.290147333	8.187876667	14.63563333	9.01269	5.108866667	10.07881333	11.45806	16.7854	13.93266667	16.19563333	30.56943333	8.396043333	4.55143	5.32432
AT4G23770	0	0.184885	0	0.062314333	0	0.0295	0.028312233	0.076031667	0	0.524635733	0	0.1055306	0.278305633	0	0.459158467	2.198603333	0.1083164	0.112168333	0.824558333	0.357354	0.1923995	0.284621
AT4G23780	0	0	0	0	0	0.169385667	0	0	0	0	0	0	0	0.09357	0	0	0	0.038320333	0	0.026543533	0.089224333	0
AT4G23790	16.574	5.939423333	6.42186	19.7278	1.426262333	7.65902	3.752956667	12.64509667	11.72366333	11.38450333	7.645303333	4.255756667	11.21247667	4.424353333	7.133403333	5.948246667	20.78163333	5.021076667	7.578463333	10.12016	1.88848	5.238023333
AT4G23800	20.2784	60.6834	8.455826667	6.851173333	11.50517	47.99646667	34.48123333	10.32444333	11.43458	174.3983333	173.6023333	118.1643333	111.5516333	66.50206667	69.0665	96.9497	12.34585333	9.27387	272.6603333	57.5013	9.29427	39.40026667
AT4G23810	6.636573333	2.400496667	29.19663333	4.217516667	25.8925	26.0679	10.67043667	9.33378	2.425996667	3.696863333	4.468266667	8.87929	4.28786	13.53707667	10.00369333	1.785943333	13.678	111.6822	2.228643333	5.015506667	1717.28	10.81118333
AT4G23820	5.52116	6.179823333	5.00763	9.022733333	1.762883333	9.101586667	4.036213333	4.081533333	2.158516667	9.6415	13.19173333	8.676113333	7.823263333	9.09154	9.87855	6.12422	8.89087	1.929936667	16.01746667	5.1213	2.780263333	2.857403333
AT4G23840	12.22731333	13.04766667	10.10729	10.32	18.97723333	11.3851	15.38954	11.21533333	18.2586	12.15916667	17.3123	9.31311	10.53926667	9.07746	9.986756667	13.82633333	11.94039667	4.326873333	13.33503333	9.424133333	13.14776667	8.54654
AT4G23850	42.74376667	64.19603333	111.8623333	85.96083333	126.8846667	75.20576667	65.30113333	51.58236667	37.71813333	31.1025	47.0275	53.14306667	54.89053333	71.9091	63.20726667	43.8596	134.5873333	222.9093333	87.26776667	69.17876667	207.43	67.12126667
AT4G23860	5.520256667	15.43353333	3.10289	3.06811	10.85163667	7.246843333	8.184166667	5.92143	4.653976667	18.97223333	18.52903333	9.189803333	8.369916667	8.188606667	13.0147	24.87783333	8.79064	8.87701	22.1197	12.35156667	10.38155333	7.411306667
AT4G23870	2.884143333	2.93781	34.90323333	42.15783333	3.41166	12.05858667	2.545185667	1.075136667	1.474107667	0.851398	0.137846	3.810116667	12.14437667	6.86528	6.807836667	1.400786	81.07746667	9.936563333	0.911469	15.59143333	15.6623	7.776706667
AT4G23880	1.109256333	1.184761667	6.70273	6.504236667	21.28093333	2.012051667	4.579604333	6.011426667	8.67771	0.262815333	2.315170333	2.079716667	15.86141667	1.488558667	2.403783333	0.322463667	7.963586667	25.6959	0.283326	7.23	9.0162	4.03063
AT4G23882	0	0	0.057617667	0	0.107263533	0.029041367	0	0.033983667	0.170823333	0	0	0	0.616799267	0	0.015179433	0.047344667	0.0437196	0.149739567	0	0.151954367	1.356547333	0.124904667
