	APL	CO2	COBL9	COR	E30	GL2	PET111	S17	S18	S32	S4	SCOL	SCR	WER	WOL	WOX5	Elong	Mat	Mer	Wrt	CHX	MOCK
AT1G01010	45.09986667	16.68686667	5.292536667	27.72593333	105.6706667	4.68926	1.3324	49.18146667	11.92617667	11.59941333	2.04019	9.425936667	13.32473	1.505496667	4.09328	2.840293333	11.72324	33.5578	1.878666667	4.986806667	7.318043333	9.664126667
AT1G01020	4.343023333	5.423456667	2.161516667	3.377883333	5.383276667	3.046196667	3.81671	2.927313333	3.953636667	5.197733333	6.435153333	4.887213333	4.279433333	4.155826667	5.80589	7.281916667	4.946766667	4.304693333	10.04112667	5.747773333	4.244443333	4.26865
AT1G01030	0.567666667	2.489173333	0.159468333	2.503046667	5.7315	0.391980333	0.611702667	0.0402795	0.152759333	0.112513667	0.088752767	0.734436333	3.81263	0.395924333	0.415729667	0.661018333	0.0987271	0.093468933	0.332837333	0.678106333	0.622319333	0.372944667
AT1G01040	16.05936667	5.07485	2.79314	4.915413333	15.0366	2.87809	6.061096667	19.66456667	28.872	6.391833333	4.966496667	4.26313	8.662816667	3.692613333	4.91181	6.521296667	5.85031	7.53538	3.60626	11.0548	3.569616667	9.369076667
AT1G01050	51.35706667	52.25713333	48.71633333	47.1056	32.48376667	44.02633333	53.9691	40.1423	102.0521333	38.5986	44.6422	30.70116667	28.0498	43.9807	50.9632	41.4882	77.68413333	42.07433333	87.817	49.7739	6.109663333	30.80673333
AT1G01060	15.44827	31.29646667	2.271400667	25.12899667	46.353	9.338746667	7.842703333	44.56373333	22.13633333	7.06504	14.9115	8.275616667	33.6798	10.65476	11.98516667	53.25446667	5.168253333	7.856256667	3.608266667	23.07846667	1.030447667	0.330758
AT1G01070	3.959993333	0.558309333	0.087972333	0.083595667	1.026072333	0.019872067	0.121439133	43.5189	56.6659	1.554026667	2.505776667	1.47561	0.133632333	0.141254767	0.608436333	0.467582	2.047636667	19.97076667	0.011783567	13.6829	1.128419	13.82183333
AT1G01073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080	0.757120667	1.66577	0.521749	0.610382667	0.657905667	0.613797667	3.010243333	4.310346667	1.119066667	1.657937333	2.48069	1.635966667	1.41878	0.969692333	1.60614	5.952626667	2.933903333	4.33583	3.155816667	2.950243333	1.53178	3.053056667
AT1G01090	54.06623333	164.0623333	25.69093333	85.4601	58.8598	101.3131667	56.42883333	49.57066667	64.5613	60.73026667	76.03753333	79.1458	106.4956667	95.1671	77.35016667	94.35096667	152.074	151.7467	227.8223333	157.066	12.39926667	77.90096667
AT1G01100	231.518	833.235	239.8896667	128.4373333	84.6715	603.4996667	467.7656667	130.1265	140.1881	669.439	1044.848333	564.0473333	470.9146667	764.7593333	803.4713333	828.165	669.4946667	130.7593333	1577.724	582.0203333	24.97606667	352.8793333
AT1G01110	4.141193333	15.7811	1.131680333	7.48127	1.890683333	3.90843	4.135703333	2.620983333	2.364604667	14.98913333	16.534	8.298683333	15.3872	5.268346667	8.709576667	31.76786667	3.90338	0.320056333	15.81063333	5.343413333	8.442626667	2.048416667
AT1G01115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	2.307043333	0.865722	13.15228	5.4118	291.9093333	3.20806	0.551131333	4.63434	1.6988	0.383691	0.509089	8.479266667	43.36563333	1.513477333	2.960582667	1.061830667	14.2973	136.344	0.349789667	32.93706667	32.13563333	23.08603333
AT1G01130	3.154233333	4.030906667	12.18982667	7.637403333	5.01911	6.43245	1.763287	7.384936667	0.942323333	2.580737333	1.643396	4.562076667	11.41281667	3.99915	2.4253	2.81047	7.399086667	5.124416667	5.155936667	2.787613333	2.174347667	0.962417667
AT1G01140	3.597953333	4.476213333	28.9288	20.1518	37.95606667	8.481756667	0.891646667	6.45087	2.450143333	1.515438667	1.250384667	4.59614	8.6457	2.878533333	2.92215	0.962746667	54.69323333	32.58596667	0.698197667	4.0288	9.091466667	2.085916667
AT1G01150	0.176691	0	0.052258333	0	0	0	0	0.030878733	0	0.159236333	0.068806	0	0.156065333	0	0.129173667	0.064007667	0.0071553	0.011841	0.0564901	0.030215533	0	0.013831233
AT1G01160	32.56256667	54.19056667	13.27076667	14.5542	40.8922	35.4564	37.1848	35.34173333	20.8691	66.58983333	67.84816667	40.05316667	47.7572	47.2507	49.07333333	80.6399	29.41126667	31.40726667	74.4821	35.76916667	32.559	29.76866667
AT1G01170	2.829386667	1.274206667	0.296405	0.59749	1.177795667	1.548156667	2.291136667	2.919203333	0.493123333	1.451900667	1.60164	0.842053667	1.227188333	1.300744	1.268491333	1.220623333	2.507786667	8.19328	3.76922	6.594143333	2.732216667	7.297283333
AT1G01180	1.391453	0.30744	8.861473333	1.962637	2.881423333	1.734605	10.85669333	0.447662333	30.4276	0.44991	0.501043333	1.084993	0.806922	1.67451	1.251693333	1.058649333	3.920056667	45.0388	0.230014367	10.30752	10.00354667	8.290666667
AT1G01190	7.755574	0.0792496	0.074002333	0.039462333	0.143847633	0.0200417	0	0.252353333	0.218866	0	0	0.074198333	0.2543361	0	0.017632267	0.0148421	0.056965333	0.061186233	0.059916833	1.37661	3.89255	9.23856
AT1G01200	4.04099	2.64998	2.41289	3.39681	3.1089	3.848276667	1.505277	8.673373333	1.161619	1.83194	0.219559033	3.326993333	4.208993333	2.61208	2.607236667	0.822382333	4.32438	4.140546667	2.946106667	3.255173333	0.440529	1.87073
AT1G01210	10.92424667	31.58186667	6.20904	3.630776667	7.992496667	26.82123333	19.1824	10.45958333	3.419516667	28.3379	54.1304	36.80313333	20.04226667	28.23093333	26.6998	47.1511	16.2952	6.67696	59.72593333	25.7307	13.58303333	23.25903333
AT1G01220	3.744146667	5.67968	6.819913333	6.743866667	2.264646667	7.524683333	5.153396667	5.480143333	4.457123333	4.458073333	4.73639	4.543596667	4.987933333	7.123813333	6.04661	4.024146667	11.56716	6.74122	9.465956667	7.24778	2.560623333	6.088093333
AT1G01225	11.01967333	8.7806	3.03458	2.231823333	6.195353333	4.661733333	2.95876	8.436443333	2.29597	17.81733333	8.592323333	4.19046	4.658873333	4.53044	6.463353333	7.481753333	4.49655	6.940746667	9.99995	6.100523333	6.917346667	7.42261
AT1G01230	48.2205	39.74636667	98.615	84.22696667	93.9784	43.55776667	39.4607	37.21386667	145.1806667	36.1724	37.02233333	36.7089	32.29856667	35.41953333	44.53973333	32.29023333	121.2703333	87.31986667	58.93753333	50.69376667	25.1649	44.6246
AT1G01240	11.17761333	3.59943	11.48877667	4.410213333	23.23316667	4.575946667	7.858986667	9.965483333	113.1517	18.81353333	6.33694	4.361843333	3.140076667	4.823476667	4.8124	5.86285	8.697093333	20.74983333	4.916226667	14.53536667	6.005903333	6.99827
AT1G01250	0	0.0230855	0	0	0	0	0	0	0	0	0	0	0.052759667	0.076293	0	0	0	0	0	0	0	0
AT1G01260	6.323153333	8.880946667	6.479336667	8.160033333	30.95626667	8.091766667	13.71808667	5.41609	11.48528667	9.2314	9.95169	6.59038	7.427883333	9.220486667	9.536113333	7.23436	7.676683333	8.20053	9.19809	8.522826667	67.58666667	11.4113
AT1G01280	0.050690667	0	0.033363	0	0.078836333	0.018858267	0.055214567	0.023034067	0	0.012465967	0	0	0.0172031	0	0	0	0	0	0	0	0.0141484	0.009821267
AT1G01290	2.839	5.97408	1.675278	1.83298	2.92012	4.616973333	5.237506667	3.76057	1.013543333	4.530253333	6.56042	5.040256667	3.316923333	4.53763	5.294593333	8.87959	6.73829	4.120243333	15.3176	6.819773333	4.127826667	5.32681
AT1G01300	39.94696667	12.02606667	13.31386667	19.6826	8.942126667	30.944	46.99683333	18.80856667	13.21095333	32.83726667	20.0777	24.11636667	21.79906667	33.9439	19.22593333	20.626	18.27006667	5.751126667	14.76513333	12.53366667	4.82676	15.56066667
AT1G01305	0.193588333	0	0.456243	0	0	0.254191	1.055368	0	0	0.151369	0	0.053883333	0.099022333	0.131731333	0.108454	0.103345667	0	0	0.0177136	0	0	0
AT1G01310	0.424341333	0.246097	0.303204667	0	0	0.321700667	1.321397667	0.443169333	0.471150667	0.350748333	0.326297	0.198324	0.148054	0.280243667	0.149663133	0.733567	0.160498867	0.133597833	0.590772333	0.167373	0.144358267	0.248072
AT1G01320	1.978636	2.693793333	0.425788	0.741521667	0.849494	1.084519333	2.706013333	1.84013	0.413835667	4.359563333	4.284636667	1.773206667	2.470406667	2.00081	2.509883333	5.15876	0.629813	1.450233333	3.989636667	5.292636667	4.931413333	2.870723333
AT1G01340	8.70511	2.656453333	0.974661	5.135843333	89.14316667	0.519326333	0.245388667	5.360663333	5.702156667	1.579119	0.423532533	2.064523333	7.807173333	0.269142667	0.487319667	0.591045333	1.766533333	18.11833333	0.0302888	2.59889	192.5883333	19.70186667
AT1G01350	14.72816667	11.4161	13.19733333	9.90238	57.59133333	12.48796667	15.75453333	16.71106667	13.39776333	15.48676667	18.95813333	14.9502	19.31003333	14.3104	13.501	13.48406667	21.869	26.45503333	31.24186667	18.71116667	19.4937	16.91786667
AT1G01355	0.036721333	0	0.133889333	0	0.412025333	0.041676333	0	0.126921	0	0	0.08053	0	0.067023667	0.145146667	0	0	0	0	0	0	0	0
AT1G01360	52.0673	17.55993333	19.3103	36.5911	67.9614	9.962866667	11.48492333	58.12233333	35.4992	16.35516667	4.590413333	14.6621	31.17253333	8.120203333	11.20332	19.91783333	31.14913333	39.95653333	21.643	16.46563333	14.64503333	22.1494
AT1G01370	2.928573333	11.26594333	2.70764	2.213199667	2.11529	5.71448	4.293	3.253913333	4.036883333	16.14527667	15.0439	7.17851	7.390483333	6.751723333	9.585296667	12.04756333	5.094283333	1.095252333	14.28593333	4.602856667	1.898506667	2.784056667
AT1G01380	9.359236667	3.97472	0.831033333	1.765886667	4.74277	8.97546	1.190381667	15.88756	17.52199	3.33059	2.76452	5.48417	0.470410333	2.60219	7.610583333	0.513765667	2.6615	1.82085	5.949706667	3.49002	1.126671	1.569855667
AT1G01390	0.180708	0.0483562	0.055725333	0.034982333	0.018567867	0.038065667	0	0.198869667	0.052562	0.058167	0.090478667	0.014090433	0.028924033	0	0.117911167	0	0.0231737	0.043606067	0	0.0422399	0.0499932	0.045745833
AT1G01400	0.295357333	0.022660233	0.273409667	0	0.070518333	0.108470267	0	0.266395667	0.100675667	0.029594067	0	0	0.074087333	0.026831067	0.141469133	0	0.010700567	0	0	0	0.038846	0
AT1G01410	0.254785667	0.064974533	0	0.068947333	0.037607667	0	0	0	0	0	0	0	0	0	0.0143596	0	0	0.021921067	0	0	0	0
AT1G01420	0.013462833	0.103327667	0.027079467	0.511493667	0.067143733	0.0838578	0.032254067	0.167109567	0	0.043388	0	0.065827667	0	0.0196606	0	0	0.0076391	5.962613333	0.00959	1.570516667	0.1944491	1.842103333
AT1G01430	22.06976667	28.9077	20.47903333	74.26926667	8.832	14.88483	4.88105	20.12436667	17.67866333	13.20111333	6.274883333	15.1389	22.547	10.12223333	13.99606667	6.68778	20.81463333	24.89823333	10.17545333	17.15283333	3.186086667	16.3474
AT1G01440	13.67329333	5.25071	15.55916667	13.40923333	14.1957	6.607946667	7.747633333	11.79548667	6.048603333	6.789116667	5.222236667	5.877533333	6.265033333	6.18604	5.01183	5.06025	9.713516667	16.50656667	3.845643333	10.45221333	24.10056667	10.33762
AT1G01450	0.684745667	0.494885333	0.528021667	0.528933667	0.792588667	0.337707	0.404467	1.358806667	0.25516902	0.628706	0.161017333	0.420973667	0.536398667	0.591171	0.343512	0.842316667	0.649720667	0.864409333	0.782233	1.457853333	0.564129667	1.516033333
AT1G01453	1.378408667	0.077024033	31.35486667	0.300585	0.604917667	0.467364667	0.818398667	0.382865333	1.383452333	0.463610333	0.308337333	2.055273333	0.483235	1.54407	1.64237	0.191154833	3.109773333	11.2653	0.007409333	4.101996667	0.144014667	3.258496667
AT1G01460	0.411683	0.023406767	0.113852333	0	0.113972667	0.041951667	0.041328333	0.129784167	0.037885667	0.045595	0	0.060274933	0.0191266	0.0453859	0.0197003	0	0.033391667	0.058160833	0.1726114	0	0.0574615	0.021754433
AT1G01470	594.134	28.93233333	54.57173333	22.15326667	171.4733333	17.70868667	173.0837	120.8267667	101.9839	62.8883	39.36143333	62.62173333	17.619	29.49766667	24.5396	10.47245	23.99093333	347.9376667	10.14584333	34.1743	45.53056667	28.00076667
AT1G01471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276342	0	0	0	0	0	0	0
AT1G01480	1.294696667	1.115481333	0.2031895	1.404846	136.4396667	0.416686	1.084071667	3.694553333	2.064260667	0.655532333	1.874556333	3.229846667	20.3889	0.456406	0.588658333	0.620961333	3.00662	7.341756667	0.035152933	3.25035	736.4066667	1.764496667
AT1G01490	6.12768	24.29316667	25.2467	30.3281	28.1815	61.08213333	36.0764	10.42000333	5.53656	2.626536667	4.016273333	38.5161	36.4582	57.21716667	33.68286667	9.815146667	78.4858	143.53	90.60883333	62.5318	41.3882	59.59463333
AT1G01500	5.2886	3.940393333	3.424063333	1.99707	24.8031	3.583453333	10.93623667	4.540616667	2.25535	1.31435	1.746406667	4.629593333	5.299103333	4.572856667	2.37572	3.026336667	5.603543333	14.3877	6.25205	7.34506	12.3131	8.531166667
AT1G01510	16.72466667	24.39993333	14.4793	16.578	7.78153	21.454	21.86996667	15.98256667	14.83913333	28.8633	35.86386667	18.5178	19.36283333	24.73423333	26.2922	27.46823333	28.7356	10.00465667	38.4078	22.17803333	12.49736667	14.6873
AT1G01520	0.855140333	0.356673	0.936983	0.650974667	0.200414667	1.299933333	1.898782667	0.824345	1.104029	0.929728333	0.729365333	1.2627	0.859802333	0.942532333	0.576161667	1.681913333	0.041759433	0.1008274	0.206389633	0.206975	0.335380767	0.062046333
AT1G01530	0.6226792	0.039129333	0.208444	0.199847333	0	0.310238333	0.656227	0.376557333	0	0.095717667	0.040664333	0.164014333	0.213949333	0.611908667	0.0995932	0.03766	0	0	0.0238385	0	0.033898333	0
AT1G01540	34.87886667	22.97843333	34.09676667	53.34773333	23.71993333	33.70593333	23.05616667	44.628	18.1097	21.31903333	12.55786667	19.81743333	36.23016667	24.8929	20.81996667	16.50326667	49.3156	28.54	23.0721	29.96566667	67.18513333	22.51663333
AT1G01550	79.23683333	54.8603	114.3324333	119.761	513.8413333	67.0986	107.3486	108.9056333	325.9666667	42.90836667	39.7235	68.856	103.0216667	48.4698	48.80983333	51.7308	86.84693333	255.357	36.86953333	69.09996667	545.105	98.4789
AT1G01560	2.308996667	1.12676	5.02411	1.667726667	3.424043333	2.213496667	4.166443333	3.344723333	9.17823	0.664058667	0.466392333	1.004119667	1.621223333	1.635345333	1.953043333	0.772877333	0.276410333	4.743083333	0.0113267	0.145148767	17.46553333	0.170546933
AT1G01570	1.469960667	0.595330333	1.202146667	0.217216333	13.04356667	1.241212333	26.50797	1.923323333	1.338497333	0.381058333	0.690404667	2.645246667	8.919646667	3.217976667	1.262431667	4.79799	1.481453333	6.515913333	0.383971	1.944066667	0.931059667	1.002058333
AT1G01580	0.795784667	0.1695255	12.48356333	0.180679333	0.990568667	2.684366667	38.04115667	0.058427167	0.835823	0.189779667	0.411575667	5.96947	1.690871	10.62931	3.197381	1.974476667	0.04004381	9.061283333	0.360246	11.07485333	4.903366667	3.051226667
AT1G01590	0.009269267	0.0428157	0.037997	0.125115667	0.039578667	0.014018333	0.036833	0.108114	0.082668667	0	0.035123667	0	0.019022633	0	0.013146933	0	0	0.005095767	0	0	0	0.013990367
AT1G01600	0.495137333	0.086404667	0.106656233	0.032391133	0.458963	0.130071267	0.0311135	0.239255667	0.172947667	0.170069	0.032407433	0.1681712	0.011102267	0.102758867	0.109593667	0.021312	0.090809767	10.08191	0.206854333	1.137999667	0.036249	0.543561
AT1G01610	1.678844667	0.352551667	0.611834	0.79135	36.59096667	0.314863	0.47721	3.771788	1.50197	0.55682	0.279395033	0.755659667	3.047466667	0.342399667	0.463388667	0.683713	1.078014333	174.4617	0.550612	66.6765	6.430846667	25.0053
AT1G01620	763.8986667	298.061	858.3246667	1547.513333	216.2873333	219.737	139.2456667	1194.779333	305.5613333	409.132	247.1843333	249.156	755.3	186.1556667	238.946	180.044	751.046	258.2213333	95.6756	434.6943333	39.82416667	108.0856667
AT1G01630	27.40266667	45.0845	142.1496667	264.1556667	58.64696667	94.1917	127.7506333	86.96523333	27.69436667	14.58093333	11.8785	83.28673333	74.3617	88.5931	51.80373333	8.988553333	121.482	147.3073333	51.94316667	76.0149	13.7647	62.24133333
AT1G01640	18.4277	2.25568	8.807296667	4.844953333	6.249453333	3.303246667	14.92406667	11.77653	8.624263333	7.61426	2.625766667	3.612916667	2.437893333	1.877323333	2.598796667	3.492696667	1.546273333	10.27293	0.496025	9.359143333	6.683736667	13.3895
AT1G01650	28.49106667	19.06963333	48.2677	38.3355	102.7099333	28.17433333	46.59253333	33.2548	38.19623333	17.9834	20.03356667	24.9008	26.55746667	20.64093333	23.67673333	19.33126667	34.2376	43.01836667	19.23553333	19.03466667	36.00563333	16.65493333
AT1G01660	0.1548271	0.549369667	9.906166667	0.524689333	0.794114667	0.461617333	0.825660667	0.219744167	0.556473333	0.197429233	0.162843767	0.702686	0.828033	0.958053	0.714753	0.831664	1.176266	8.751186667	0.344503333	3.938136667	1.509716667	4.66367
AT1G01670	0.145839667	1.533326667	0.178176667	3.012	0.851224333	0.772656333	2.025430333	0.187366667	1.76884	0.182274667	0.306368667	0.36651	1.246541333	0.819013	0.719399333	2.907443333	1.514823333	1.810436667	1.31283	1.167941	4.896696667	1.101613333
AT1G01680	0.0232921	0.381591333	0.391520333	0.748516333	17.7143	0.257995367	0.295447367	0.356462333	5.01786	0.068918667	0.401404	0.803685667	4.78088	0.136471	0.064684667	0.548874667	0.026498667	0.216911	0	0.088622967	8.953563333	0.054616933
AT1G01690	2.573616667	7.23771	0.521355	2.226623333	5.67214	3.557713333	4.13381	1.551376667	2.755476	15.2348	13.5903	4.76982	4.354896667	2.915986667	6.011163333	9.50436	2.864993333	0.969397333	8.902676667	4.762946667	2.357243333	2.74654
AT1G01695	0.145333	0.072646867	0.064157333	0.049766	1.303038333	0.162969	0.479521667	0.146874	0.694685667	0.176059667	0.235655	0.189721333	0.458347333	0.074403133	0.150486333	0.063034667	0.0468166	0.041357633	0.227791667	0.082140667	0.372934333	0.112203433
AT1G01700	0.438986667	0.050913667	0	0.172770667	0.376049667	0.017693933	0.1044155	0.149839667	0.863879667	4.071403333	0.979568	0.405082667	0.157048667	0	0.460481	0.485507	0.0896847	0.016926167	0.301117333	0.308465	0.060609233	0.086525567
AT1G01710	4.736333333	5.28716	3.482403333	4.988296667	17.8378	3.8424	4.60854	10.98763	11.55244667	3.426763333	3.745946667	4.29921	5.650066667	2.853003333	3.652716667	6.387886667	4.743203333	11.0087	5.925126667	5.374356667	8.100183333	4.479726667
AT1G01720	527.873	156.67	745.8946667	508.1746667	536.6506667	448.295	465.887	709.0766667	803.8186667	170.2832333	75.73363333	369.4416667	402.9233333	333.6153333	189.7813333	123.0086667	135.521	176.0253333	97.66816667	26.14903333	85.24083333	11.18206667
AT1G01725	73.09483333	19.6041	145.3243333	68.0288	32.79943333	59.68463333	50.2835	158.4433333	116.7026667	19.7066	14.74775333	37.32943333	46.64116667	39.95593333	45.71393333	17.17043333	6.645716667	17.05233333	6.134073333	9.248146667	16.9059	13.1305
AT1G01730	45.29086667	23.80353333	115.5683333	43.6648	23.85686667	41.34443333	39.75796667	89.7156	97.89313333	29.51596667	26.22636667	25.5574	33.98656667	38.65583333	37.24346667	21.49583333	16.16296667	21.31983333	22.54756667	15.63683333	3.416743333	15.86706667
AT1G01740	10.02449333	3.110953333	28.2974	9.094286667	2.824193333	9.95482	8.512296667	22.70341667	13.44958333	4.46563	2.043796667	4.88132	6.615186667	7.524063333	7.446333333	3.074706667	0.830506	0.685673667	2.732666667	1.18317	1.39856	1.277016667
AT1G01750	31.8164	5.381203333	597.4103333	13.76649667	11.80742333	16.5948	27.85076667	25.5558	32.445	8.468103333	6.53589	43.5955	18.01516667	42.61573333	35.9864	7.27791	147.739	86.87646667	3.386886667	61.26246667	1.513683333	59.7804
AT1G01760	4.618236667	4.793473333	6.217233333	2.88791	1.219346667	4.703493333	5.03177	7.348893333	4.444083333	6.789193333	6.122206667	3.095216667	3.64725	4.935343333	5.541926667	4.662313333	3.332406667	0.696011333	4.699873333	3.38108	3.331383333	1.963093333
AT1G01770	8.180836667	1.63639	2.629	1.260007667	0.970586667	2.106355333	3.875728333	6.41075	6.369283333	3.661333333	2.820936667	1.917593333	1.182653333	1.38	1.980261	2.341613333	2.974886667	7.800066667	3.50109	4.970863333	4.689896667	3.823566667
AT1G01780	66.16193333	3.542396667	61.45623333	3.2967	3.709956667	3.63728	6.661053333	21.1757	125.9576667	28.76293333	17.67073333	6.511436667	5.664886667	4.717043333	10.95006667	5.620163333	18.5681	32.97603333	3.482096667	21.74403333	6.516366667	20.7087
AT1G01790	7.05083	3.147023333	5.66152	3.055876667	3.0165	2.439866667	1.747156667	8.81772	15.59243333	3.805256667	2.715806667	2.074376667	2.0592	2.107056667	2.97702	2.967166667	3.048426667	2.907456667	2.499396667	3.52812	3.651703333	2.675033333
AT1G01800	139.436	95.38966667	86.70853333	173.2803333	33.05943333	84.48436667	92.08666667	106.4264333	27.96676667	52.66656667	42.65553333	61.78843333	63.71506667	76.54403333	61.17886667	108.8988	129.721	133.636	57.78636667	58.7287	64.11546667	50.6302
AT1G01810	4.965953333	3.592456667	4.382046667	4.87943	2.111116667	3.252816667	4.30781	3.907426667	2.44326	2.60037	1.705457333	2.08473	3.796536667	2.859103333	3.16944	4.107616667	0.18293	0.1377301	3.064156667	0.559495	1.641196667	0.906413333
AT1G01820	20.17483333	23.28686667	40.20776667	34.26053333	41.61226667	32.568	27.1144	17.13113333	7.362953333	19.80983333	31.51683333	25.5608	23.8451	32.5563	27.29626667	32.00426667	47.92936667	95.44613333	49.47583333	43.62056667	90.12403333	56.7092
AT1G01830	1.94043	4.97759	7.520606667	17.65583333	11.09206667	6.12941	2.97835	4.492536667	1.352057333	2.556453333	2.577323333	3.957446667	11.63457	3.50068	3.470886667	4.495263333	12.6428	3.251576667	3.296013333	4.41463	2.199383333	3.721023333
AT1G01840	2.30135	3.340533333	0.287548675	1.807636667	1.480176	1.537029	1.134301667	2.789973333	0.270432	4.088676667	5.43726	1.679796	4.674546667	2.143913333	2.044973333	2.880156667	0.878656	0.4944685	3.002216667	1.863093333	2.63859	0.911966333
AT1G01860	1.801086667	3.5174	0.380553367	0.614890333	2.006143333	1.112285	1.113339667	1.989686667	0.258127667	1.82273	3.416223333	1.342024667	1.632853333	1.686796667	2.6672	3.075833333	1.83086	1.204995	3.815773333	2.395226667	4.41261	2.090853333
AT1G01880	0.875271333	0.989893667	0.209357033	0.031281833	0.269388667	0.338918333	0.542860667	0.318496333	0.228781	2.545653333	2.81154	0.339618333	0.321485667	0.310673333	0.806392667	1.576026667	0.1284034	0.1471349	1.028488667	0.665232	1.43367	0.519544
AT1G01900	0.626349	0.626497333	0.977381	0.729638333	0.518805333	0.342810667	1.058287667	0.923730667	307.3873333	3.088865333	12.17454	2.02847	0.375692333	0.279370333	5.519196333	0.192893333	1.182281667	1.074726667	0.0891629	1.890906667	0.312763667	0.583575
AT1G01910	30.13893333	37.59353333	42.2547	34.1775	29.6507	32.31193333	25.42583333	22.04796667	45.63796667	44.06796667	45.11566667	28.81663333	27.2552	33.6945	37.9973	22.5093	60.01056667	34.19396667	64.7306	36.19456667	21.63646667	27.3221
AT1G01920	5.969936667	11.12741	6.23339	1.939006667	2.673413333	11.20096667	11.26313667	5.425933333	3.618303333	10.32309333	16.1142	10.79177667	8.45662	13.50883333	12.64103333	15.73613333	8.880463333	5.43194	17.73693333	7.445803333	6.80684	5.615143333
AT1G01930	7.12392	7.955603333	7.800436667	5.684176667	22.40096667	6.170543333	8.768233333	9.583213333	9.643716667	8.00088	10.01180333	9.17498	10.41502	8.353256667	7.106703333	7.624983333	8.774366667	10.36351333	15.3465	7.821706667	12.93386667	6.407113333
AT1G01940	28.14966667	32.06513333	5.634726667	11.96496667	28.94286667	25.10706667	26.51493333	23.71146667	17.22786667	45.63956667	49.40003333	31.21816667	28.49573333	34.26926667	27.2781	28.12616667	15.88416667	9.07235	71.21236667	20.95046667	8.24729	18.96556667
AT1G01950	10.42886667	12.40056667	10.87209333	13.5281	25.91886667	9.067593333	10.02011	15.10343333	9.07666	10.90584333	12.61253333	9.538616667	14.43473333	10.53015	10.328	11.831	13.85543333	13.54656667	14.29783333	10.12644333	16.46616667	11.23723333
AT1G01960	22.9789	28.68976667	26.3689	41.88883333	10.73215	31.82023333	31.5428	23.73903333	25.5073	29.99346667	38.16796667	21.88443333	24.20926667	31.63253333	33.06296667	23.71046667	33.3652	13.06593333	22.64456667	26.8487	17.15653333	19.7372
AT1G01970	1.419533333	2.844163333	0.372473333	1.106782	0.954973	1.314244	1.080745333	2.036776667	0.838988667	1.912986667	2.318883333	1.499003333	1.419553333	1.602573333	1.64818	3.932283333	2.324036667	2.580736667	5.47643	2.608786667	3.562423333	1.975863333
AT1G01980	0.274861567	0.029720167	0.198773667	0.034349333	0.192709	0.099306733	0.284848967	0.344423367	0.251996667	0.3323605	0	0.015168033	0.158956667	0.1376648	0.099568467	0.036006667	0.058993533	0.039228367	0.686993	0	0.115076933	0.008434233
AT1G01990	11.10689333	10.32106333	5.314893333	9.133056667	33.0848	5.8177	14.49180333	10.27604333	11.68370667	9.56027	12.41735333	8.638056667	10.87787333	7.5249	8.222473333	12.95626667	9.03643	9.432176667	14.149	8.150596667	9.244753333	8.35786
AT1G02000	53.79896667	14.37545667	29.13083333	54.92833333	194.9196667	14.706	57.7012	30.82013333	154.1626667	18.90593333	9.016446667	23.0707	35.9163	15.92716667	10.82395333	12.28224667	14.4616	21.19753333	7.390333333	9.394773333	3.108193333	5.14085
AT1G02010	2.6657	1.925166667	2.465053333	1.93472	4.232293333	1.955493333	2.745743333	3.089303333	5.896906667	1.90202	2.27796	1.183829333	1.734826667	2.155293333	2.225656667	2.24928	2.162026667	1.57924	1.88849	2.24424	2.456213333	1.364863333
AT1G02020	5.288046667	2.34007	4.47232	2.597206667	13.03513333	2.911396667	6.038343333	4.929033333	5.472883333	6.68055	3.268676667	4.34766	6.9188	3.429416667	3.12326	2.593133333	1.71417	3.545193333	1.95237	3.52691	3.70222	2.730286667
AT1G02030	1.072423667	0.118885267	2.432266667	0.57389	9.711723333	0.602987333	1.972940333	0.681776	3.5776	2.084863333	0.139033667	0.888037333	2.609726667	0.899465667	0.442073	0.209568333	1.056834	4.12835	0.118673133	1.573023333	0.450293333	0.732828
AT1G02040	0.159563667	0.046711867	0.793473333	0	0.049374	0.032625667	0.146687567	0.039917	0.061537667	0.022672933	0	0	0.085780767	0.280897333	0.030716	0.071911533	0.057826167	0.014979833	0.027658033	0.096851467	0.0233523	0.106249
AT1G02050	1.467529333	6.499543333	1.57883	0.34186	0.954702333	5.572476667	4.37552	1.988906667	1.108885667	6.68342	9.123756667	5.42224	4.981876667	6.0737	5.20039	6.23779	1.684526667	1.271896	8.68036	4.450396667	1.888643333	3.661113333
AT1G02060	1.234274667	5.852146667	0.393226667	0.423287767	0.877060667	3.321353333	3.52135	1.751976333	0.841976	5.3693	8.034363333	3.196526667	3.174636667	4.437336667	5.315816667	5.858003333	1.437273333	0.615791667	7.226633333	4.577733333	1.750153333	3.426846667
AT1G02065	0.0256708	0.0151303	0	0	0.053919	0	0.012319767	0.025356267	0	0	0.0318302	0.0144506	0	0	0	0	0.0071513	0.016388033	0.043933667	0	0.079810467	0
